
央视频道,#genre#
内蒙古综合,https://livestream-bt.nmtv.cn/nmtv/2316general.m3u8?txSecret=b4373417a82ed64e52b0982a66da8df2&txTime=771E8800
内蒙古蒙语卫视,https://livestream-bt.nmtv.cn/nmtv/2315general.m3u8?txSecret=4971666599ef9411629213c9a300bf66&txTime=771EF880
内蒙古蒙语文化,https://livestream-bt.nmtv.cn/nmtv/2321general.m3u8?txSecret=d9d0fd7a252ef56b515c46a2e21830f4&txTime=771E8800
内蒙文体,http://221.199.193.250:9901/tsfile/live/1008_1.m3u8
利州综合,http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8
包头新闻综合,https://livestream-bt.nmtv.cn/nmtv/2358general.m3u8?txSecret=98390a77c143a68f0fd64bfe6e181dcb&txTime=771E8800
化隆综合,http://livecdn.dmqhyadmin.com/hls/xjhualong.m3u8
北京新闻,http://39.98.201.151:9090/udp/225.1.8.129:8002
北京生活,http://39.98.201.151:9090/udp/225.1.8.108:8002
北京科教,http://39.98.201.151:9090/udp/225.1.8.105:8002
北京财经,http://111.196.129.152:20000/udp/239.3.1.116:8000
北京青年,http://111.196.129.152:20000/udp/239.3.1.118:8000
十堰新闻,http://58.53.152.198:9901/tsfile/live/1002_1.m3u8
卓尼综合,http://pili-live-hls.hfmt.net/gntv/zntv.m3u8?zgand
南京信息,https://live.nbs.cn/channels/njtv/xxpd/m3u8:500k/live.m3u8
南京十八,https://live.nbs.cn/channels/njtv/sbpd/m3u8:500k/live.m3u8
南京教科,http://live.nbs.cn/channels/njtv/jkpd/nbs06.m3u8
南宁公共,http://hls.nntv.cn/nnlive/GGPD_24.m3u8
南宁影娱乐,http://hls.nntv.cn/nnlive/NNTV_VOD_A.m3u8
南宁新闻综合,http://hls.nntv.cn/nnlive/NNTV_NEWS_A.m3u8
南宁都市生活,http://hls.nntv.cn/nnlive/NNTV_METRO_A.m3u8
原平综合,http://xkmspyxn.live.sxmty.com/live/hls/65072fcc05414062bf02088d2a2a77b2/9da977614b044ef59d11779e997a12f8-1.m3u8?zshanxd
厦门卫视,http://123.189.39.129:9901/tsfile/live/1054_1.m3u8
双流综合,http://171.221.250.130:18888/27e684978eb642eeb90ab815f6cc51bf/c41893de5e8645b3b43aef1640859b0d.m3u8?zsicd
叙州新闻综合,http://pili-live-hls.ybcxjd.com/jdh-live/2108111201035597.m3u8
叙永综合,http://luzhi.xuyongrongmei.com:1935/live/_definst_/xyxw/playlist.m3u8
叙永综合,http://luzhi.xuyongrongmei.com:1935/live/_definst_/xyxw/playlist.m3u8?zsicd
古县综合,https://l2fpdktp.live.sxmty.com/live/hls/e4c3b363cc4549788e2d983f403e07db/d99ce1eb686e41b9afc888110bd95aa7.m3u8?zshanxd
吉县新闻综合,http://jxlive.jxrmtzx.com:8091/live/xwzh.m3u8
吉林乡村,http://ced8ee.tv.netsite.cc/proxy/1171899698/1171899698.m3u8
吉林公共,http://ced8ee.tv.netsite.cc/proxy/1189725287/1189725287.m3u8
吉林生活,http://ced8ee.tv.netsite.cc/proxy/1468821790/1468821790.m3u8
吉林都市,http://ced8ee.tv.netsite.cc/proxy/1677605767/1677605767.m3u8
吴忠公共,http://live.kanwz.net/ggpd/sd/live.m3u8
吴忠综合,http://live.kanwz.net/zhpd/sd/live.m3u8
吴忠综合,http://live.kanwz.net/zhpd/sd/live.m3u8?zningxd
周口新闻综合,http://117.159.72.12:8081/live/2216261506805201716.m3u8
呼和浩特新闻综合,https://livestream-bt.nmtv.cn/nmtv/2331general.m3u8?txSecret=4d7342ca5cd74480526ab6d292247aff&txTime=771E8800
哈哈炫动,http://113.236.31.149:9901/tsfile/live/1089_1.m3u8
哈尔滨娱乐,http://stream.hrbtv.net/ylpd/sd/live.m3u8
哈尔滨新闻综合,http://stream.hrbtv.net/xwzh/sd/live.m3u8
哈尔滨生活,http://stream.hrbtv.net/shpd/sd/live.m3u8
唐河一套,http://live.dxhmt.cn:9081/tv/11328-1.m3u8
四川乡村,http://wouu.net:9977/udp/239.93.0.52:5140
四川文化旅游,http://wouu.net:9977/udp/239.93.1.102:5140
四川新闻,http://wouu.net:9977/udp/239.93.0.47:5140
四川科教,http://182.150.115.21:8030/pcgacg/pcgacg_0.m3u8
四川科教,http://wouu.net:9977/udp/239.93.42.44:5140
四川经济,http://wouu.net:9977/udp/239.93.1.101:5140
固镇新闻,http://www.guzhenm.com:7001/hls/hd-live.m3u8?zanhd
垫江综合,http://125.62.24.185:80/1.m3u8
天水新闻综合,https://play.kankanlive.com/live/1698724188723989.m3u8
天津文艺,http://ha.xushining.com:50000/udp/225.1.1.131:5002
天津新闻,http://nas.hssvm.com:8888/udp/225.1.1.130:5002
天津都市,http://ha.xushining.com:50000/udp/225.1.1.128:5002
夹江新闻综合,http://tvfile.jjrm.org.cn/nmip-media/channellive/channel106282/playlist.m3u8?zsicd
奎屯哈萨克语,http://218.84.12.186:8002/hls/main/playlist.m3u8?zxinjd
如东一套新闻综合,http://rudong-tv-hls.cm.jstv.com/rudong-tv/rdxwzh.m3u8
姚江文化,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8?
威海一套新闻综合,http://l1.weihai.tv:8081/hls/969O76hb22.m3u8
宁夏兴海综合,http://lived.dmqhyadmin.com/xhzhpd/sd/live.m3u8
宁夏民和综合,http://livecdn.dmqhyadmin.com/hls/xjminhe.m3u8?zqinghd
安徽经济生活,http://112.30.194.221:20080/live/eac499adad7b49ff9cfa79ba84693959.flv
安徽综艺体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3.flv
安徽综艺体育,http://snapshot-live-ht.ahtv.cn/atvrtmp/143_q_live161829415240627.m3u8
安顺新闻,http://7fb6a9494e941e2acfc4eed53f777c1a.livehwc3.cn/hplayer1.juyun.tv/camera/154379194.m3u8
定襄综合,http://lbyzztfe.live.sxmty.com/live/hls/645ff4c60e0a49f0a203abbd73dd8be9/0720e665f10f48e98c9639f4f492fb4a-1.m3u8
定西公共,https://play.kankanlive.com/live/1645680054929933.m3u8?zgand
定西综合,https://play.kankanlive.com/live/1645679947087932.m3u8?zgand
宜阳综合,http://tvpull.dxhmt.cn:9081/tv/10327-1.m3u8
宾川一套,http://live.bcrmtzx.com/tv01/sd/live.m3u8?zyund
宿州科教,http://live.ahsz.tv/video/s10001-kxjy/index.m3u8
小金综合,http://xjlive.xjxrmt.cn:8091/live/xwpd.m3u8
山东体育,http://112.234.21.109:9901/tsfile/live/0001_2.m3u8
山东农科,http://112.234.21.109:9901/tsfile/live/1005_1.m3u8
山东居家购物,http://144.52.160.114:9901/tsfile/live/1063_1.m3u8
山东教育,http://112.234.21.109:9901/tsfile/live/1009_1.m3u8
山东文旅,http://144.52.160.114:9901/tsfile/live/1025_1.m3u8
山东新闻,http://123.129.70.178:9901/tsfile/live/1000_1.m3u8
山东生活,http://112.234.21.109:9901/tsfile/live/1003_1.m3u8
山东齐鲁,http://112.234.21.109:9901/tsfile/live/1006_1.m3u8
岷县综合,http://play.kankanlive.com/live/1614311581479927.m3u8?zgand
崇明电视台,https://pili-live-hls.wdit.com.cn/wditlive/c038f4fafbdf4f97ba74c74ad67259b931ee.m3u8
嵊州新闻,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8?zzhed?
嵊州新闻综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8
嵊泗综合,http://l.cztvcloud.com/channels/lantian/SXshengsi1/720p.m3u8
嵊泗综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8?zzhed
巩义新闻综合,http://live.dxhmt.cn:9081/tv/10181-1.m3u8
巴彦淖尔新闻综合,https://livestream-bt.nmtv.cn/nmtv/2348general.m3u8?txSecret=6a4ddce077e41b976fe33619fbef2b30&txTime=771E8800
平湖新闻,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8?zzhed?
平湖新闻综合,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8
平湖民生,http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8?zzhed?
平湖民生休闲,http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8
平遥新闻综合,https://tntgjhjb.live.sxmty.com/live/hls/3a4585ac11ec4e1bb07b419101b370c3/baf63e2b313440c2a25d7859f9b73b05-1.m3u8?zshanxd
广东体育,http://120.238.94.10:9901/tsfile/live/1012_1.m3u8
广东新闻,http://120.238.94.10:9901/tsfile/live/1010_1.m3u8
广东民生,http://113.111.16.104:8888/udp/239.77.0.225:5146
广东珠江,http://119.125.134.228:9902/tsfile/live/1010_1.m3u8
广元公共,https://m3u8.channel.dzsm.com/nmip-media/channellive/channel101257/playlist.m3u8
广元综合,https://m3u8.channel.dzsm.com/nmip-media/channellive/channel100999/playlist.m3u8
广南电视台,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel19/playlist.m3u8
广安公共,http://live1.gatv.com.cn:85/live/GGPD.m3u8

地方频道3,#genre#
广州电视台新闻频道,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=520177bc9dd6916a7d6fa86bdb3f8830&txTime=191b5f5b230
广州电视台法治频道,http://tencentplay.gztv.com/live/fazhi.m3u8?txSecret=3e84cd8eba844b5dc2150612295c7a52&txTime=18d578f4493#http://tencentplay.gztv.com/live/fazhi.m3u8?txSecret=3e84cd8eba844b5dc2150612295c7a52&txTime=18d578f4493
广州电视台综合频道,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=dce137597806f62ae6fdfc40328a336e&txTime=191b5fc1c86
广州竞赛频道,https://tencentplay.gztv.com/live/jingsai.m3u8?txSecret=a4d04c27d0d1d8b7efef2ed7ff1c3eae&txTime=191b60cc9ca
广州综合,http://r.jdshipin.com/iR6Gq#http://r.jdshipin.com/iR6Gq#http://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=c8dbe86d6f86eb1a21999ab479fd5667&txTime=18d3c4690e8#https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=6d9c0311929fc12857f6b810fab0188b&txTime=1913a3ed516
广西新闻,http://116.9.204.242:9901/tsfile/live/1001_1.m3u8
广西桂林新闻,https://pull.gltvs.com/live/glxw/playlist.m3u8?v=b0528684bf934e120e1c30fc808e6576&t=1796868188
康巴卫视,http://61.157.139.15:9901/tsfile/live/2415_1.m3u8#http://61.157.139.15:9901/tsfile/live/2415_1.m3u8
延安一套新闻综合,http://lives.cloud.yanews.cn/video/s10001-YATV-2/index.m3u8
延安二套公共,http://lives.cloud.yanews.cn/video/s10001-YATV-1/index.m3u8
延边1,http://live.ybtvyun.com/video/s10016-af95004b6d1a/index.m3u8?zjild
延边2,http://live.ybtvyun.com/video/s10006-04819ee234a7/index.m3u8?zjild
开化公园,http://l.cztvcloud.com/channels/lantian/SXkaihua2/720p.m3u8?zzhed?
开化新闻,http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8?zzhed?
开化新闻综合,http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8#http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8
张家港新闻综合,http://3gvod.zjgonline.com.cn:1935/live/xinwenzonghe2/playlist.m3u8#http://3gvod.zjgonline.com.cn:1935/live/xinwenzonghe2/playlist.m3u8
张掖新闻综合,https://play.kankanlive.com/live/1629709727589955.m3u8
德阳公共,http://scdytv.cn:1935/live/m_ggpd_livevideo/playlist.m3u8
德阳新闻综合,http://scdytv.cn:1935/live/m_xwpd_livevideo/playlist.m3u8#http://scdytv.cn:1935/live/m_xwpd_livevideo/playlist.m3u8
怀仁综合,http://1yp7hc5p.live.sxmty.com/live/hls/bff8529922344209985b6e49baa9555a/efa2543628fc4a7ea93d3d6c975f77dc.m3u8?zshanxd
新昌新闻综合,http://l.cztvcloud.com/channels/lantian/SXxinchang1/720p.m3u8
新昌生活,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8
新疆伊犁哈萨克,http://110.153.180.106:55555/out_3/index.m3u8
新疆伊犁汉语综合,http://110.153.180.106:55555/out_1/index.m3u8
新疆伊犁经济法制,http://110.153.180.106:55555/out_4/index.m3u8
新疆伊犁维吾尔,http://110.153.180.106:55555/out_2/index.m3u8
新疆兵团八师石河子教育,http://124.88.144.73:1935/live/jiaoyu/playlist.m3u8?zxinjd
新疆兵团八师石河子新闻综合,http://124.88.144.73:1935/live/xwzh/playlist.m3u8?zxinjd
新疆兵团八师石河子经济生活,http://124.88.144.73:1935/live/dywt/playlist.m3u8?zxinjd
新疆奎屯哈萨克语,http://218.84.12.186:8002/hls/main/playlist.m3u8
新疆奎屯汉语综合,http://218.84.12.186:8001/hls/main/playlist.m3u8
新疆石河子教育,http://124.88.144.73:1935/live/jiaoyu/playlist.m3u8
新疆石河子新闻综合,http://124.88.144.73:1935/live/xwzh/playlist.m3u8
新疆石河子经济生活,http://124.88.144.73:1935/live/dywt/playlist.m3u8
方城一套,http://live.dxhmt.cn:9081/tv/11322-1.m3u8
无锡娱乐,http://d97e53.tv.netsite.cc/proxy/461270403/461270403.m3u8#http://d97e53.tv.netsite.cc/proxy/461270403/461270403.m3u8
无锡新闻综合,http://d97e53.tv.netsite.cc/proxy/1808503557/1808503557.m3u8#http://d97e53.tv.netsite.cc/proxy/1808503557/1808503557.m3u8
无锡生活,http://d97e53.tv.netsite.cc/proxy/995802232/995802232.m3u8#http://d97e53.tv.netsite.cc/proxy/995802232/995802232.m3u8
无锡都市资讯,http://d97e53.tv.netsite.cc/proxy/1260824748/1260824748.m3u8#http://d97e53.tv.netsite.cc/proxy/1260824748/1260824748.m3u8
旺苍新闻综合,http://channel.wcrmt.cn:80/nmip-media/channellive/channel105268/playlist.m3u8
昭化综合,http://live.zhgbtv.cn:3100/hls/kwqtkbbi/index.m3u8
普陀新闻,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8?zzhed?
普陀新闻综合,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8#http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8
景泰综合,https://play.kankanlive.com/live/1624439143745981.m3u8#https://play.kankanlive.com/live/1624439143745981.m3u8
朝阳新闻综合,http://120.76.248.139/live/bfgd/4200000282.m3u8
来宾综合,http://zb.gxlbamc.com:1935/live/lbzh.stream/playlist.m3u8
松新闻,http://live.strmtzx.cn/stxw/sd/live.m3u8?zguizd
松潘新闻综合,http://live.spccmc.com:90/live/spxwzh.m3u8#http://live.spccmc.com:90/live/spxwzh.m3u8
枣庄公共,http://stream.zztvzd.com/3/sd/live.m3u8#http://stream.zztvzd.com/3/sd/live.m3u8
枣庄教育,http://stream.zztvzd.com/2/sd/live.m3u8?shandd
枣庄新闻综合,http://stream.zztvzd.com/1/sd/live.m3u8?shandd
武义新闻综合,http://l.cztvcloud.com/channels/lantian/SXwuyi1/720p.m3u8#http://l.cztvcloud.com/channels/lantian/SXwuyi1/720p.m3u8
武乡新闻综合,http://60.220.198.84:81/0.m3u8
武汉五台文体,http://stream.appwuhan.com/5tzb/sd/live.m3u8
武汉六台外语,http://stream.appwuhan.com/6tzb/sd/live.m3u8
武汉四台经济,http://stream.appwuhan.com/4tzb/sd/live.m3u8
武胜综合,http://live2.gatv.com.cn:86/live/WS.m3u8?zsicd
武进新闻,https://live.wjyanghu.com/live/CH1.m3u8
武进生活,https://live.wjyanghu.com/live/CH2.m3u8
永嘉新闻综合,http://l.cztvcloud.com/channels/lantian/SXyongjia1/720p.m3u8#http://l.cztvcloud.com/channels/lantian/SXyongjia1/720p.m3u8
永城综合,http://live.dxhmt.cn:9081/tv/11481-1.m3u8
汉源综合,http://live.hyxrmt.com:85/live/xwpd.m3u8#http://live.hyxrmt.com:85/live/xwpd.m3u8
江宁电视台综合,https://jiangning-tv-hls.cm.jstv.com/jiangning-tv/jnxwzh.m3u8
江津新闻综合,http://222.179.155.21:1935/ch1.m3u8
江门综合,http://113.111.16.104:8888/udp/239.77.0.201:5146#http://113.111.16.104:8888/udp/239.77.0.201:5146#http://14.216.217.88:4206/udp/239.77.0.201:5146
汶川新闻综合,http://live.iwcmt.cn:90/live/zhxw.m3u8#http://live.iwcmt.cn:90/live/zhxw.m3u8
汾西综合,https://qmmqvzoz.live.sxmty.com/live/hls/f24f8a390c084386a564074c9260100c/be3fdf07606145739ab2c4b80fe0136a.m3u8?zshanxd
沙湾综合,http://tvfile.swrmt.com:80/nmip-media/channellive/channel100064/playlist.m3u8
沛县新闻综合,http://ced8ee.tv.netsite.cc/proxy/2058383266/2058383266.m3u8
沭阳综合,http://shuyang-tv-hls.cm.jstv.com/shuyang-tv/shuyangzh.m3u8
河北衡山,http://live.hznet.tv:1935/live/live1/500K/tzwj_video.m3u8
河南兰考新闻,http://live.dxhmt.cn:9081/tv/10225-1.m3u8
河南叶县,http://live.dxhmt.cn:9081/tv/10422-1.m3u8
河南周口扶沟,http://live.dxhmt.cn:9081/tv/11621-1.m3u8
河南淅川电视,http://live.dxhmt.cn:9081/tv/11326-1.m3u8
河南郸城新闻综合,http://live.dxhmt.cn:9081/tv/11625-1.m3u8
泌阳新闻综合,http://live.dxhmt.cn:9081/tv/11726-1.m3u8
法治天地,http://60.255.240.247:8090/live/fztx_4000.m3u8
泗洪新闻综合,http://ced8ee.tv.netsite.cc/proxy/39753847/39753847.m3u8
泗阳综合,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzh.m3u8
泗阳资讯,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzx.m3u8
泰州一套新闻综合,http://stream1.mytaizhou.net/xwzh/playlist.m3u8?_upt=2f3c2e461725409415
洞头综合,http://l.cztvcloud.com/channels/lantian/SXdongtou1/720p.m3u8?zzhed?
津南一套,http://play.jinnantv.top/live/JNTV1.m3u8?ztianjd
济南商务,http://221.0.78.198:1681/hls/10284/index.m3u8
济南娱乐,http://221.0.78.198:1681/hls/10283/index.m3u8
济南教育,http://221.0.78.198:1681/hls/10286/index.m3u8
济南新闻综合,http://221.0.78.198:1681/hls/10279/index.m3u8
济南生活,http://221.0.78.198:1681/hls/10281/index.m3u8
济宁图文,http://lives.jnnews.tv/video/s10001-JNTV4/index.m3u8#http://lives.jnnews.tv/video/s10001-JNTV4/index.m3u8
济宁教育,http://lives.jnnews.tv/video/s10001-JNTV-2/index.m3u8#http://lives.jnnews.tv/video/s10001-JNTV-2/index.m3u8
济宁新闻综合,http://lives.jnnews.tv/video/s10001-JNTV-1/index.m3u8
济宁综合,http://111.14.181.15:9901/tsfile/live/1007_1.m3u8#http://111.14.181.15:9901/tsfile/live/1007_1.m3u8
济源电视一套,http://live.dxhmt.cn:9081/tv/19001-1.m3u8
浙江民生休闲,http://ced8ee.tv.netsite.cc/proxy/991769224/991769224.m3u8#http://ced8ee.tv.netsite.cc/proxy/991769224/991769224.m3u8
浙江钱江,https://tvbox.nat.netsite.cc:8043/proxy/2044904392/2044904392.m3u8
浙江青田,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8
海南新闻,http://36.101.0.224:554/udp/239.253.64.11:5140
涟水电视台综合,http://lianshui-tv-hls.cm.jstv.com/lianshui-tv/lsxw.m3u8
淮安公共,http://live1.habctv.com/ggpdsl/sd/live.m3u8
深圳东部,http://14.216.217.88:4206/udp/239.77.1.224:5146
深圳移动电视,http://14.216.217.88:4206/udp/239.77.1.175:5146
渑池新闻综合,http://live.dxhmt.cn:9081/tv/11221-1.m3u8
湖北崇阳综合,http://61.184.176.248:10500/live/live.m3u8
湖北教育,http://220.249.114.102:9901/tsfile/live/1011_1.m3u8#http://220.249.114.102:9901/tsfile/live/1011_1.m3u8
湖北武汉新闻,http://stream.appwuhan.com/1tzb/sd/live.m3u8
湖北潜江综合,http://hbqjdb.chinashadt.com:2035/live/3.stream/playlist.m3u8
湖北生活,http://220.249.114.102:9901/tsfile/live/1012_1.m3u8#http://220.249.114.102:9901/tsfile/live/1012_1.m3u8
湖北综合,http://119.36.148.115:59901/tsfile/live/1005_1.m3u8#http://119.36.148.115:59901/tsfile/live/1005_1.m3u8
湖南娱乐,http://124.231.212.173:9999/tsfile/live/1096_1.m3u8#http://124.231.212.173:9999/tsfile/live/1096_1.m3u8
湖南教育,http://124.231.212.173:9999/tsfile/live/1086_1.m3u8#http://124.231.212.173:9999/tsfile/live/1086_1.m3u8
湖南爱晚,http://d97e53.tv.netsite.cc/proxy/1916495164/1916495164.m3u8#http://d97e53.tv.netsite.cc/proxy/1916495164/1916495164.m3u8
湖南金鹰纪实,http://220.170.243.209:9901/tsfile/live/1007_1.m3u8
湘潭公共,http://live.hnxttv.com:9601/live/dspd/800K/tzwj_video.m3u8
湘潭新闻综合,http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8
滁州公共,http://live.cztv.cc:85/live/ggpd.m3u8?zanhd
滁州市广播电视台公共,http://live.cztv.cc:85/live/ggpd.m3u8
滁州新闻综合,http://live.cztv.cc:85/live/xwpd.m3u8#http://live.cztv.cc:85/live/xwpd.m3u8
滁州科教,http://live.cztv.cc:85/live/sjpd.m3u8#http://live.cztv.cc:85/live/sjpd.m3u8
滑县新闻,http://live.dxhmt.cn:9081/tv/10526-1.m3u8
漳州新闻综合,https://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8
漳浦综合,http://220.161.87.62:8090/hls/0/index.m3u8#http://220.161.87.62:8090/hls/0/index.m3u8
潞城新闻综合,http://59.48.42.6:62204/lucheng.m3u8#http://59.48.42.6:62204/lucheng.m3u8
灵宝新闻综合,http://live.dxhmt.cn:9081/tv/11282-1.m3u8
烟台公共,http://live.yantaitv.cn/live/e50f104a4ffe4a41b2217cbda534146f/d86092e69df94668b33390278b061700-1.m3u8
焦作公共,http://zhpull.dxhmt.cn/jiaozuo/29b65b69130c4ef1a3283cc7b913da05/playlist.m3u8
玛曲综合,http://pili-live-hls.hfmt.net/gntv/mqtv.m3u8?gansu
璧山综合,http://222.179.42.129:8181/hls1.m3u8?zzhongqd
甘南综合,http://pili-live-hls.hfmt.net/gntv/gnhytv.m3u8?zgand
甘孜综合,http://tv.drs.ganzitv.com:8100/channellive/gztv.flv#http://tv.drs.ganzitv.com:8100/channellive/gztv.flv
甘肃经济,http://ced8ee.tv.netsite.cc/proxy/1373372389/1373372389.m3u8
甘肃都市,http://ced8ee.tv.netsite.cc/proxy/1238488351/1238488351.m3u8
生活时尚,http://221.0.78.198:1681/hls/10275/index.m3u8#http://221.0.78.198:1681/hls/10275/index.m3u8#http://223.166.234.114:7777/tsfile/live/1051_1.m3u8#http://223.166.234.149:7777/tsfile/live/1051_1.m3u8#http://223.166.234.19:7777/tsfile/live/1051_1.m3u8
田东综合,http://pulls.myun.tv/live/0dkp33j5.m3u8
睢宁三农,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningsn.m3u8
睢宁生活教育,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningsh.m3u8
睢宁综合,http://suining-tv-hls.cm.jstv.com:80/suining-tv/suiningzh.m3u8
砚山电视台,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel16/playlist.m3u8
福州生活,http://live.zohi.tv/video/s10001-shpd-3/index.m3u8?zfud
福州综合,http://117.27.190.42:9998/tsfile/live/23301_1.m3u8#http://117.27.190.42:9998/tsfile/live/23301_1.m3u8
福建文体,http://117.27.190.42:9998/tsfile/live/23291_1.m3u8
福建新闻,http://110.80.17.38:9901/tsfile/live/0122_1.m3u8#http://110.80.17.38:9901/tsfile/live/0122_1.m3u8
福建海峡卫视,http://ced8ee.tv.netsite.cc/proxy/1400186150/1400186150.m3u8
福建漳州新闻,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8
福建电视剧,http://117.27.190.42:9998/tsfile/live/23287_1.m3u8#http://117.27.190.42:9998/tsfile/live/23287_1.m3u8
福建经济,http://117.27.190.42:9998/tsfile/live/23289_1.m3u8
福建综合,http://117.27.190.42:9998/tsfile/live/23284_1.m3u8#http://117.27.190.42:9998/tsfile/live/23284_1.m3u8
禹州综合,http://live.dxhmt.cn:9081/tv/11081-1.m3u8
绍兴公共,http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8?zzhed
绍兴文化,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8?zzhed?
绍兴新闻,http://live.shaoxing.com.cn/video/s10001-sxtv1/index.m3u8?zzhed?
绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxhb/index.m3u8#http://live.shaoxing.com.cn/video/s10001-sxhb/index.m3u8#http://live.shaoxing.com.cn/video/s10001-sxhb/index.m3u8?zzhed
绍兴电视台公共,http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8#http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8
苍南新闻,http://l.cztvcloud.com/channels/lantian/SXcangnan1/720p.m3u8?zzhed?
苍南新闻综合,http://l.cztvcloud.com/channels/lantian/SXcangnan1/720p.m3u8#http://l.cztvcloud.com/channels/lantian/SXcangnan1/720p.m3u8
茂名公共,http://113.111.16.104:8888/udp/239.77.0.207:5146#http://113.111.16.104:8888/udp/239.77.0.207:5146#http://14.216.217.88:4206/udp/239.77.0.207:5146
茂名综合,http://113.111.16.104:8888/udp/239.77.0.206:5146#http://113.111.16.104:8888/udp/239.77.0.206:5146#http://14.216.217.88:4206/udp/239.77.0.206:5146
荆门新闻综合,http://stream.jmtv.com.cn/xwzh/sd/live.m3u8?zhubd
荣昌综合,http://183.64.181.25:40023/rongchang01.m3u8
荥阳综合,http://live.dxhmt.cn:9081/tv/10182-1.m3u8
菏泽影,http://live.hznet.tv:1935/live/live3/500K/tzwj_video.m3u8?shandd
菏泽新闻综合,http://live.hznet.tv:1935/live/live1/500K/tzwj_video.m3u8?shandd#http://live.hznet.tv:1935/live/live1/500K/tzwj_video.m3u8?shandd
菏泽经济生活,http://live.hznet.tv:1935/live/live2/500K/tzwj_video.m3u8#http://live.hznet.tv:1935/live/live2/500K/tzwj_video.m3u8
萧山新闻,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8?zzhed?
萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8#http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8
萧山综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8?
蒙语文化,http://221.199.193.250:9901/tsfile/live/1005_1.m3u8
衢江新闻,http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8?zzhed?
衢江新闻综合,http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8#http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8
西华综合,http://tvpull.dxhmt.cn:9081/tv/11622-1.m3u8
西和综合,https://play.kankanlive.com/live/1626051451895935.m3u8?zgand#https://play.kankanlive.com/live/1626051451895935.m3u8?zgand
西宁新闻综合,https://liveout.xntv.tv/a65jur/96iln2.m3u8#https://liveout.xntv.tv/a65jur/96iln2.m3u8
西宁生活服务,http://dtrmlive.qhdtrm.cn/xnds/sd/live.m3u8#http://dtrmlive.qhdtrm.cn/xnds/sd/live.m3u8#https://liveout.xntv.tv/a65jur/90p2i1.m3u8
西安1套,http://61.150.67.62:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
西安2套,http://61.150.67.62:9901/tsfile/live/1015_1.m3u8#http://61.150.67.62:9901/tsfile/live/1015_1.m3u8
西安3套,http://61.150.67.62:9901/tsfile/live/1016_1.m3u8#http://61.150.67.62:9901/tsfile/live/1016_1.m3u8
西安4套,http://61.150.67.62:9901/tsfile/live/1017_1.m3u8#http://61.150.67.62:9901/tsfile/live/1017_1.m3u8
